,a_lane1_input,a_lane2_input,a_lane1_output,a_lane2_output,a_lane3_output,a_lane4_output,abd_lane_input_sum,a_jun_output_sum,b_lane1_input,b_lane2_input,b_lane1_output,b_lane2_output,b_lane3_output,b_lane4_output,bac_lane_input_sum,b_jun_output_sum,c_lane1_input,c_lane2_input,c_lane1_output,c_lane2_output,c_lane3_output,c_lane4_output,cbd_lane_input_sum,c_jun_output_sum,d_lane1_input,d_lane2_input,d_lane3_input,d_lane1_output,d_lane2_output,d_lane3_output,d_lane4_output,d_lane5_output,dac_lane_input_sum,d_jun_output_sum
8245,14,10,19,12,13,18,40,62,10,11,15,12,19,12,48,58,13,10,19,12,10,16,39,57,6,8,16,18,12,10,16,14,57,70
8246,17,6,9,7,13,10,49,39,11,5,6,9,15,19,45,49,12,15,16,15,15,12,53,58,15,8,13,9,17,10,17,7,65,60
8247,10,13,18,8,13,15,49,54,14,7,6,9,5,10,45,30,14,13,9,8,12,8,53,37,12,16,16,11,5,15,7,14,68,52
8248,5,11,17,5,10,11,35,43,10,17,15,17,13,17,47,62,15,7,18,14,9,13,41,54,9,5,12,5,11,6,17,9,46,48
8249,8,10,6,7,17,5,48,35,16,13,18,17,18,16,44,69,7,19,13,10,11,13,56,47,14,9,9,18,5,18,16,8,47,65
8250,16,19,14,11,13,15,56,53,10,19,16,14,18,13,54,61,9,7,12,8,15,9,37,44,11,16,12,19,11,6,8,18,64,62
8251,10,16,16,10,19,15,49,60,7,9,17,9,6,6,31,38,5,17,5,10,12,17,45,44,16,16,5,6,19,7,16,8,52,56
8252,17,8,5,19,15,9,55,48,12,18,6,8,16,16,54,46,7,8,8,17,11,7,45,43,18,11,10,12,5,7,9,5,63,38
8253,8,11,14,12,11,8,55,45,19,12,8,13,18,19,55,58,16,12,13,11,16,11,64,51,17,17,8,5,17,11,15,8,66,56
8254,13,13,18,16,8,13,49,55,15,17,5,8,10,6,54,29,9,10,12,8,12,13,42,45,8,16,8,7,5,17,18,18,54,65
8255,15,8,13,13,7,19,48,52,9,15,19,18,9,12,55,58,16,9,12,18,16,18,50,64,16,13,12,10,8,6,15,8,72,47
8256,13,18,18,10,8,19,56,55,12,8,18,17,6,12,49,53,16,8,9,5,7,12,49,33,13,18,8,7,13,8,14,8,68,50
8257,15,13,16,16,12,18,52,62,9,8,17,15,13,18,39,63,7,17,16,8,10,12,48,46,15,18,8,11,17,15,13,17,63,73
8258,10,13,8,14,18,19,48,59,18,9,5,10,13,12,46,40,9,11,5,11,5,15,45,36,7,15,13,11,6,7,15,9,54,48
8259,5,16,13,6,12,12,46,43,12,14,9,15,19,15,42,58,11,13,7,9,16,14,49,46,13,19,7,6,10,14,7,11,55,48
8260,11,15,5,16,5,6,44,32,7,17,8,13,5,9,49,35,14,7,5,17,8,17,39,47,11,18,11,12,14,11,8,12,65,57
8261,15,8,9,17,5,17,58,48,17,19,10,7,13,13,63,43,12,7,10,8,17,10,54,45,18,10,14,11,12,17,15,6,69,61
8262,18,17,18,12,15,15,49,60,7,7,12,14,5,14,42,45,10,18,11,13,15,9,42,48,7,18,16,5,14,16,15,17,69,67
8263,10,13,5,19,6,13,53,43,19,6,16,5,15,5,44,41,9,13,13,17,8,6,52,44,11,9,11,15,11,9,19,11,50,65
8264,16,9,16,15,14,5,51,50,18,14,6,7,12,16,54,41,6,8,7,12,14,18,40,51,8,7,17,7,19,18,8,11,54,63
8265,6,9,18,17,11,15,38,61,7,8,15,18,12,5,35,50,14,8,7,14,18,12,45,51,16,11,15,15,12,18,17,17,62,79
8266,12,8,9,18,16,10,40,53,15,12,16,9,16,15,50,56,11,16,9,12,17,14,47,52,5,15,17,6,10,9,14,8,60,47
8267,5,18,19,6,7,13,47,45,16,5,12,17,9,8,36,46,10,5,14,6,11,5,39,36,8,10,8,12,16,19,19,5,41,71
8268,13,16,7,10,9,7,42,33,8,7,19,12,12,9,39,52,11,11,19,18,6,7,35,50,5,15,12,12,17,8,12,6,56,55
8269,7,16,19,19,7,19,48,64,15,5,8,11,18,5,39,42,12,7,17,12,11,18,44,58,10,16,18,11,7,7,10,14,63,49
8270,5,13,12,15,9,10,32,46,6,13,18,19,15,17,29,69,5,11,17,8,18,9,30,52,8,12,16,5,8,13,12,7,46,45
8271,18,7,6,15,14,8,39,43,8,13,19,17,15,10,58,61,19,16,10,19,6,8,49,43,6,6,10,14,15,5,10,9,59,53
8272,12,13,16,12,16,12,39,56,8,17,14,16,14,7,52,51,15,11,15,19,9,14,40,57,6,18,8,13,19,6,9,10,59,57
8273,8,18,8,15,16,13,45,52,10,12,5,16,5,18,37,44,7,5,14,5,8,16,31,43,9,11,7,8,7,16,16,6,42,53
8274,8,16,5,7,15,18,54,45,16,10,12,11,6,9,46,38,12,15,9,16,19,16,57,60,14,14,8,19,8,18,13,18,56,76
8275,19,19,7,8,17,13,70,45,13,8,6,17,17,13,53,53,13,8,15,15,17,9,53,56,19,16,10,13,13,8,8,14,77,56
8276,16,8,19,9,6,11,43,45,10,12,10,15,5,15,53,45,15,14,8,6,18,13,48,45,9,5,10,7,18,14,17,11,55,67
8277,19,8,17,19,11,13,43,60,5,8,11,12,19,18,43,60,11,14,15,16,9,7,41,47,11,6,17,11,8,19,11,8,64,57
8278,18,11,19,16,13,15,61,63,18,9,16,12,16,5,64,49,19,10,15,14,17,17,61,63,14,12,6,8,12,17,15,17,69,69
8279,10,6,5,12,13,13,33,43,10,12,12,14,15,9,48,50,16,7,6,9,8,16,40,39,7,5,14,10,12,18,19,9,52,68
8280,7,11,19,11,12,8,52,50,17,6,6,12,13,8,49,39,19,10,19,13,19,6,63,57,17,7,18,6,18,9,15,9,68,57
8281,13,10,7,14,6,8,51,35,10,19,14,9,13,7,48,43,6,16,19,17,12,7,50,55,18,9,9,5,14,11,10,16,55,56
8282,5,8,15,13,10,14,41,52,19,6,9,15,6,5,42,35,12,10,7,9,13,18,50,47,9,17,10,19,14,14,15,6,53,68
8283,13,15,13,18,19,12,46,62,12,16,19,5,19,16,46,59,5,9,8,15,18,11,32,52,6,8,8,12,16,6,9,13,40,56
8284,5,9,13,17,6,7,34,43,6,15,13,15,19,16,45,63,19,18,14,10,19,9,57,52,14,7,7,11,5,6,16,12,52,50
8285,7,15,7,6,9,8,53,30,13,16,10,13,15,5,42,43,6,10,9,6,16,15,47,46,18,7,7,5,12,5,9,5,45,36
8286,16,13,5,5,19,10,46,39,9,5,14,12,16,15,38,57,8,6,15,8,8,12,31,43,8,8,8,17,18,9,17,13,48,74
8287,14,6,12,16,11,12,46,51,14,8,12,6,6,7,52,31,16,10,11,9,7,9,52,36,12,12,15,16,7,17,6,11,69,57
8288,16,14,7,16,10,10,63,43,14,8,8,5,16,17,56,46,18,12,11,9,7,16,63,43,19,12,5,18,14,12,13,12,70,69
8289,12,8,5,10,16,15,47,46,10,17,5,14,19,15,46,53,7,7,10,14,13,5,41,42,17,15,11,9,7,15,5,17,62,53
8290,10,15,7,17,7,13,46,44,15,9,10,13,8,15,48,46,14,8,12,5,7,9,43,33,6,10,7,19,10,7,17,11,47,64
8291,9,12,7,9,17,16,51,49,18,18,8,17,16,13,63,54,18,7,12,5,18,14,55,49,12,12,16,16,14,12,15,15,67,72
8292,11,19,6,11,17,15,59,49,18,6,5,8,16,9,53,38,18,9,13,8,15,15,56,51,11,12,10,5,8,7,9,8,62,37
8293,11,12,10,18,6,13,42,47,8,10,8,10,7,14,35,39,6,8,13,18,10,12,33,53,11,12,7,10,16,16,13,19,47,74
8294,6,12,8,9,12,19,44,48,18,18,14,19,9,14,48,56,6,13,19,19,12,12,45,62,8,13,8,14,6,19,19,14,41,72
8295,18,6,5,6,10,9,47,30,16,14,12,9,12,14,66,47,18,11,5,6,19,13,52,43,7,18,9,13,19,16,17,6,70,71
8296,9,19,14,13,19,19,54,65,18,6,9,6,18,8,44,41,11,13,14,13,13,7,50,47,8,12,9,10,10,7,17,17,49,61
8297,9,19,14,18,16,7,47,55,5,18,11,9,9,17,50,46,18,8,10,10,11,7,45,38,14,11,18,12,15,7,17,5,70,56
8298,6,5,11,16,15,10,26,52,7,13,17,16,18,16,33,67,7,19,16,16,13,9,41,54,8,11,6,18,12,13,8,6,38,57
8299,17,7,13,8,8,14,48,43,14,17,7,6,15,13,64,41,16,19,12,5,12,14,59,43,10,9,7,8,8,7,18,10,59,51
8300,18,15,6,7,15,15,69,43,18,9,7,19,18,18,56,62,11,18,17,16,17,14,65,64,18,5,14,6,15,15,8,9,66,53
8301,13,7,9,5,13,5,42,32,9,5,12,14,7,13,39,46,12,5,14,12,15,12,39,53,13,16,16,12,13,16,13,6,70,60
8302,10,14,7,15,10,11,51,43,17,8,13,10,16,14,44,53,9,10,10,5,6,18,46,39,10,12,15,8,12,6,6,8,56,40
8303,18,12,9,15,14,16,52,54,15,18,18,7,9,9,59,43,8,15,8,10,5,16,45,39,7,17,13,9,19,17,6,16,63,67
8304,14,12,12,5,7,17,56,41,19,17,15,5,19,16,63,55,13,12,10,13,6,9,55,38,11,7,15,14,19,9,12,16,60,70
8305,14,19,13,11,13,6,60,43,13,5,19,6,19,19,50,63,18,11,18,10,14,17,56,59,14,10,13,15,19,17,11,7,69,69
8306,16,16,5,16,8,8,48,37,7,9,12,18,7,15,50,52,18,14,12,13,14,13,48,52,9,12,18,13,12,9,12,7,73,53
8307,15,19,17,19,15,18,64,69,18,17,19,15,7,18,63,59,13,9,14,17,14,14,52,59,12,15,19,13,18,12,8,8,74,59
8308,7,6,18,8,17,19,34,62,5,9,9,11,7,8,40,35,19,18,9,15,6,8,58,38,16,12,18,6,18,12,17,6,72,59
8309,8,6,13,17,9,19,28,58,9,19,15,11,16,6,51,48,15,7,13,10,18,12,36,53,5,17,17,5,11,19,11,11,62,57
8310,7,14,9,8,18,13,48,48,11,14,6,14,7,12,50,39,18,16,15,18,6,16,61,55,16,16,6,18,15,7,14,15,63,69
8311,9,13,19,5,6,5,45,35,14,14,16,17,6,15,52,54,15,18,19,5,14,17,56,55,9,12,12,5,6,16,9,17,57,53
8312,8,14,5,14,19,6,50,44,11,18,13,17,13,14,55,57,18,12,13,5,8,16,58,42,17,17,7,7,12,10,14,12,67,55
8313,19,14,17,19,8,10,66,54,15,10,7,7,14,11,49,39,5,10,14,5,9,16,48,44,18,9,17,13,8,15,19,16,68,71
8314,17,6,7,9,17,18,38,51,10,15,19,8,18,8,53,53,11,18,12,11,5,10,44,38,5,7,7,17,6,19,19,14,47,75
8315,15,19,16,6,12,14,68,48,17,10,9,14,19,13,60,55,18,9,19,10,17,14,61,60,17,10,6,18,15,8,9,16,66,66
8316,10,15,10,16,11,9,57,46,16,7,7,6,17,18,50,48,17,11,12,6,6,18,60,42,16,5,19,7,15,13,8,6,67,49
8317,16,16,6,14,15,5,66,40,16,12,14,17,9,9,50,49,6,14,13,7,9,12,54,41,18,11,14,8,13,8,9,14,65,52
8318,18,11,16,19,14,7,58,56,15,17,9,15,13,6,56,43,6,19,11,5,13,10,54,39,14,5,19,19,11,9,15,7,62,61
8319,15,15,7,16,19,14,63,56,15,12,19,9,5,12,47,45,5,19,8,16,9,10,57,43,18,7,19,15,19,7,9,6,64,56
8320,13,14,12,9,10,6,41,37,5,5,7,5,7,11,36,30,13,13,10,15,19,16,40,60,9,13,17,13,6,6,11,6,65,42
8321,8,6,15,7,19,12,36,53,15,7,18,7,15,17,43,57,13,15,5,10,17,13,50,45,7,7,19,15,10,7,7,17,54,56
8322,19,14,10,14,16,19,44,59,6,18,18,12,16,10,56,56,13,15,19,9,8,7,39,43,5,5,8,13,12,5,13,14,50,57
8323,19,18,19,17,17,18,65,71,16,8,11,7,11,9,53,38,10,7,19,14,7,6,45,46,12,5,14,10,10,8,16,10,60,54
8324,7,9,5,19,16,14,44,54,17,15,15,12,6,11,54,44,15,8,16,8,14,13,51,51,11,15,10,13,19,17,15,14,58,78
8325,15,18,7,8,10,13,47,38,9,12,9,7,15,15,50,46,14,10,16,18,8,11,38,53,5,8,18,18,8,16,10,19,60,71
8326,5,12,11,15,12,18,52,56,19,18,13,16,16,12,52,57,10,15,10,12,11,18,60,51,16,7,9,13,9,15,8,14,47,59
8327,18,13,17,14,14,7,62,52,16,16,6,16,7,15,65,44,15,16,6,17,19,16,62,58,15,10,13,7,6,17,17,11,71,58
8328,18,12,18,10,13,19,58,60,13,19,18,17,10,10,68,55,18,17,7,5,9,18,63,39,15,9,9,16,9,10,18,15,69,68
8329,5,7,19,7,8,12,34,46,12,19,18,6,14,12,47,50,11,12,6,13,11,5,45,35,10,18,12,16,6,10,18,15,56,65
8330,18,9,19,6,7,8,40,40,7,6,6,19,18,19,48,62,17,12,17,17,13,5,42,52,6,5,17,13,15,16,15,15,63,74
8331,17,8,13,19,6,18,48,56,15,6,19,18,13,12,43,62,5,14,16,7,11,8,42,42,8,12,19,12,6,6,8,8,61,40
8332,6,11,12,19,13,8,47,52,17,18,13,16,10,10,57,49,16,18,17,14,11,15,64,57,13,5,6,11,19,15,9,13,46,67
8333,8,15,13,9,11,5,41,38,13,18,14,8,15,8,54,45,15,15,6,11,19,12,48,48,5,11,14,6,13,8,6,12,53,45
8334,14,11,18,5,18,12,44,53,14,17,19,17,11,18,51,65,6,14,11,19,18,19,39,67,5,9,5,15,16,12,7,16,39,66
8335,6,8,11,7,18,9,36,45,6,8,18,12,12,18,29,60,9,15,9,7,8,16,46,40,16,7,9,16,13,7,9,14,47,59
8336,11,10,11,14,15,11,34,51,6,6,7,13,19,18,41,57,18,10,6,10,18,16,41,50,7,9,18,14,8,15,12,15,63,64
8337,12,17,19,5,11,14,66,49,18,10,14,14,15,5,46,48,6,18,5,12,15,10,61,42,19,10,11,5,9,16,18,13,58,61
8338,14,16,19,12,9,8,56,48,16,5,10,6,14,18,50,48,15,10,12,17,17,15,51,61,10,10,19,7,15,18,19,11,68,70
8339,9,14,15,18,14,18,46,65,5,18,12,18,16,6,41,52,9,18,19,8,12,10,50,49,18,12,5,12,11,11,11,11,53,56
8340,11,16,14,5,19,16,63,54,18,14,18,17,19,17,59,71,16,17,12,19,12,5,69,48,18,15,9,10,5,8,5,16,69,44
8341,11,12,15,15,10,10,44,50,10,15,5,12,10,16,54,43,18,12,18,12,8,17,51,55,11,5,14,15,7,10,7,16,59,55
8342,16,13,9,5,7,9,42,30,8,15,9,11,17,10,55,47,16,11,9,6,14,19,40,48,5,18,7,5,11,17,14,14,62,61
8343,18,13,11,14,18,16,62,59,14,5,17,12,18,8,53,55,16,9,17,10,11,9,56,47,17,5,9,12,6,18,14,15,65,65
8344,18,8,18,6,6,7,40,37,6,10,19,13,6,11,39,49,5,5,19,15,17,5,24,56,8,19,14,13,8,10,18,16,64,65
8345,18,14,15,16,18,13,45,62,8,15,9,13,11,18,58,51,17,16,18,12,13,10,46,53,5,12,14,12,14,17,14,5,66,62
8346,17,16,11,13,12,9,48,45,6,5,14,17,6,7,44,44,16,9,10,19,13,5,40,47,9,15,18,6,6,5,14,6,75,37
8347,14,10,9,14,11,14,46,48,11,6,18,5,8,17,40,48,9,18,17,15,6,13,49,51,11,8,9,15,11,16,13,10,51,65
8348,7,15,9,15,9,18,44,51,9,16,10,11,7,17,48,45,16,17,10,13,6,12,55,41,13,7,16,17,11,15,7,7,59,57
8349,16,19,14,6,19,12,61,51,18,6,19,16,18,14,55,67,15,19,17,6,16,15,60,54,8,12,6,6,8,18,9,19,57,60
8350,13,9,19,12,19,8,47,58,7,6,9,5,16,8,42,38,16,12,18,14,12,6,53,50,18,14,16,6,6,10,10,10,77,42
8351,11,10,9,5,16,14,37,44,10,14,8,19,16,6,52,49,17,7,15,18,13,11,40,57,6,9,5,19,9,9,8,7,48,52
8352,7,14,14,9,19,15,47,57,7,8,13,5,13,8,38,39,16,6,19,16,11,8,48,54,19,5,6,13,8,11,17,12,53,61
8353,18,14,19,16,17,10,59,62,16,10,7,8,9,9,52,33,8,11,15,10,15,9,46,49,11,10,14,18,17,11,5,18,61,69
8354,10,19,9,8,17,13,49,47,13,7,19,5,8,7,41,39,11,11,8,5,14,18,42,45,7,19,18,9,11,15,6,14,65,55
8355,9,17,18,16,15,5,56,54,12,8,8,12,14,13,37,47,8,10,5,10,14,14,48,43,18,8,17,17,7,18,7,7,60,56
8356,15,15,5,15,12,17,47,49,8,13,19,14,9,16,47,58,11,9,18,18,12,11,37,59,9,16,18,19,15,10,13,14,69,71
8357,7,13,9,7,12,15,38,43,7,10,14,10,7,6,42,37,18,6,18,14,15,8,42,55,11,5,8,16,11,16,7,9,49,59
8358,15,12,7,9,12,7,61,35,15,15,7,9,12,12,58,40,13,6,17,7,11,13,53,48,19,19,17,10,10,13,5,18,83,56
8359,10,11,11,13,5,18,51,47,19,13,16,14,5,6,59,41,17,17,10,17,19,15,64,61,11,9,6,10,19,15,6,8,53,58
8360,17,18,15,12,7,19,63,53,9,14,7,5,18,7,52,37,12,7,15,6,17,15,47,53,19,9,10,8,8,15,6,12,67,49
8361,13,17,18,17,13,13,58,61,11,12,10,14,12,10,50,46,14,19,9,19,5,16,61,49,17,15,10,17,5,14,5,7,69,48
8362,18,10,10,9,12,9,38,40,5,19,6,15,13,6,51,40,9,8,10,7,10,6,27,33,5,8,11,8,16,15,7,11,51,57
8363,6,9,6,19,10,6,41,41,16,8,11,12,5,5,36,33,6,12,13,13,17,12,44,55,10,11,5,6,15,18,6,8,38,53
8364,8,5,8,19,10,10,44,47,12,14,10,12,8,14,46,44,12,9,18,14,9,12,52,53,19,19,19,13,17,18,15,14,77,77
8365,8,11,5,6,11,5,43,27,7,13,16,6,15,19,42,56,14,14,18,11,15,10,52,54,17,19,12,15,12,17,11,12,70,67
8366,7,17,17,17,17,18,45,69,8,11,6,18,7,7,40,38,14,8,12,13,17,17,43,59,13,18,16,8,18,19,11,12,68,68
8367,5,17,9,13,17,18,48,57,18,14,5,10,13,19,46,47,9,19,15,19,7,8,54,49,8,5,8,5,11,14,16,18,35,64
8368,6,9,17,6,5,14,31,42,8,12,8,8,18,18,34,52,8,5,10,19,14,19,29,62,8,7,19,8,19,17,9,18,48,71
8369,6,6,6,6,8,12,34,32,9,15,8,12,9,12,45,41,15,15,17,5,6,15,52,43,13,13,8,12,11,14,15,15,55,67
8370,6,16,10,5,16,12,47,43,6,11,13,8,15,15,40,51,17,11,8,15,8,8,53,39,19,7,9,18,5,17,14,10,58,64
8371,9,11,18,14,12,5,44,49,16,15,11,15,19,14,52,59,12,17,9,19,15,15,53,58,8,19,19,12,18,10,7,19,67,66
8372,6,8,7,14,16,12,48,49,15,12,18,10,6,15,40,49,7,16,7,9,12,15,57,43,19,16,18,10,18,9,14,7,66,58
8373,6,5,17,15,19,17,25,68,8,9,7,16,9,11,41,43,18,10,5,16,11,11,42,43,6,13,5,9,11,10,9,19,48,58
8374,12,15,7,15,18,17,60,57,17,19,18,6,5,16,62,45,14,10,16,15,14,6,57,51,16,8,11,6,16,19,7,7,61,55
8375,9,14,10,9,19,18,46,56,12,14,14,19,8,11,49,52,14,17,10,11,8,16,54,45,11,14,10,16,11,10,5,13,58,55
8376,5,17,12,5,18,6,49,41,16,19,19,13,10,14,47,56,7,13,12,19,15,17,47,63,11,13,17,19,10,16,9,19,53,73
8377,14,9,7,6,13,19,53,45,15,9,13,8,15,9,54,45,16,7,5,18,5,13,53,41,15,10,18,14,13,11,7,9,73,54
8378,5,8,10,17,14,7,42,48,10,12,5,11,17,14,42,47,15,17,6,18,7,9,61,40,19,15,7,9,5,6,14,17,61,51
8379,15,11,14,7,6,12,42,39,10,14,12,6,9,13,54,40,15,19,9,8,18,11,50,46,6,12,7,19,16,14,16,16,55,81
8380,9,12,6,17,9,18,42,50,14,14,17,16,16,7,56,56,19,5,12,17,5,5,45,39,7,16,6,13,7,14,17,7,57,58
8381,5,14,19,17,18,9,46,63,9,9,18,14,9,14,38,55,15,12,18,6,12,6,54,42,18,19,13,12,9,16,5,5,70,47
8382,17,11,11,12,7,6,48,36,5,18,15,8,12,15,58,50,18,13,10,18,8,11,51,47,15,14,17,14,18,11,9,14,81,66
8383,12,14,5,9,12,13,57,39,19,15,11,10,11,18,51,50,5,19,11,9,6,16,55,42,12,5,5,9,18,18,5,15,39,65
8384,15,10,6,18,15,9,57,48,17,19,13,6,19,19,62,57,11,8,18,13,10,7,51,48,15,13,5,8,8,18,18,13,59,65
8385,10,19,13,11,19,19,57,62,16,10,9,8,17,15,45,49,9,17,18,9,8,17,54,52,12,10,14,9,12,5,16,19,55,61
8386,18,19,14,13,15,11,49,53,7,11,17,12,16,6,45,51,9,17,12,17,8,15,38,52,5,6,12,18,18,13,18,5,50,72
8387,11,17,5,6,8,14,60,33,18,17,6,8,16,18,51,48,5,9,6,9,18,11,46,44,14,12,8,17,11,5,6,18,50,57
8388,13,12,5,7,8,11,44,31,5,10,11,17,18,14,37,60,9,6,18,10,11,10,34,49,14,6,13,11,18,19,12,15,55,75
8389,13,18,15,6,19,13,48,53,9,16,11,12,19,15,51,57,13,12,9,5,10,12,42,36,8,7,19,13,6,8,12,16,60,55
8390,10,17,13,18,11,9,44,51,6,5,16,17,13,17,30,63,9,7,19,16,12,6,33,53,11,15,11,17,9,13,14,13,56,66
8391,18,6,11,8,19,9,52,47,9,11,14,13,17,18,49,62,11,15,5,8,17,10,54,40,19,6,10,15,8,5,10,18,64,56
8392,14,15,7,10,7,15,49,39,9,13,13,10,19,13,52,55,16,13,6,8,8,13,49,35,11,7,9,9,13,11,13,19,57,65
8393,18,11,19,16,14,16,50,65,10,9,7,7,19,14,45,47,8,14,12,17,8,17,43,54,11,6,7,13,16,14,15,13,50,71
8394,15,7,15,13,11,11,45,50,13,7,17,9,18,8,51,52,16,12,14,7,7,11,51,39,10,18,19,12,6,11,9,19,78,57
8395,15,15,10,11,16,14,47,51,7,7,7,11,17,18,48,53,19,19,15,13,12,16,55,56,10,5,9,13,6,12,12,15,58,58
8396,7,10,13,18,6,8,41,45,19,14,11,17,10,13,48,51,8,6,16,10,8,8,38,42,5,17,6,19,17,10,19,18,43,83
8397,10,18,13,15,10,19,52,57,9,14,6,12,14,8,40,40,7,5,9,15,5,15,36,44,15,9,13,10,10,6,10,17,54,53
8398,16,19,10,12,6,11,66,39,18,5,14,11,11,6,49,42,10,12,9,18,17,14,53,58,13,12,16,15,12,17,11,12,67,67
8399,15,8,9,19,10,19,38,57,9,15,16,14,7,10,56,47,17,7,9,9,16,8,39,42,6,7,5,16,15,8,7,17,50,63
8400,12,16,13,9,10,11,56,43,9,8,12,16,6,6,40,40,11,14,11,11,14,8,53,44,19,14,15,13,12,12,12,18,71,67
8401,14,15,13,6,16,13,65,48,19,6,10,14,13,7,54,44,15,16,6,15,9,17,67,47,17,13,15,15,8,16,18,13,74,70
8402,13,9,17,14,16,11,42,58,15,19,10,8,13,14,55,45,8,11,14,13,9,13,39,49,5,16,15,9,19,10,11,18,57,67
8403,14,12,12,6,11,19,58,48,18,11,18,13,5,9,51,45,8,14,7,19,5,5,54,36,14,8,5,7,11,15,8,5,49,46
8404,14,7,15,17,7,11,53,50,13,19,17,15,16,9,64,57,18,10,12,14,18,18,60,62,19,12,8,19,10,14,9,5,71,57
8405,16,7,14,19,9,15,46,57,8,5,19,14,12,14,39,59,10,15,17,9,5,8,48,39,15,5,7,8,17,17,13,9,53,64
8406,13,11,11,19,11,9,44,50,13,18,8,16,5,18,53,47,9,5,16,17,18,11,34,62,7,14,12,18,12,10,7,19,55,66
8407,17,19,19,6,14,9,57,48,10,12,12,7,15,18,53,52,14,13,7,18,8,15,48,48,11,16,7,18,6,9,17,18,65,68
8408,19,8,8,13,9,6,59,36,13,11,15,12,19,16,57,62,14,11,14,17,12,10,57,53,19,15,13,6,13,19,7,7,80,52
8409,9,15,11,18,5,15,59,49,17,5,17,18,8,13,49,56,18,15,9,19,19,15,68,62,18,16,9,7,18,18,18,7,70,68
8410,15,15,6,7,16,5,67,34,19,12,13,9,12,16,55,50,9,11,17,10,14,10,57,51,18,5,5,11,5,9,8,8,52,41
8411,6,9,14,5,17,10,34,46,13,6,7,18,18,15,44,58,19,12,14,7,14,15,50,50,6,16,5,10,12,9,8,15,52,54
8412,9,9,6,10,13,16,42,45,11,19,14,10,13,17,50,54,11,8,9,17,19,8,43,53,13,19,12,8,13,9,13,17,64,60
8413,9,5,5,5,19,13,32,42,8,15,7,18,16,8,38,49,6,15,16,10,11,5,39,42,10,15,15,6,8,19,8,13,55,54
8414,11,11,14,16,17,18,48,65,17,14,5,7,19,7,55,38,13,16,15,17,18,13,55,63,9,6,15,7,18,11,10,19,54,65
8415,8,18,5,10,15,10,41,40,5,7,15,19,7,13,36,54,16,12,15,9,6,17,43,47,10,12,11,18,17,7,14,19,57,75
8416,19,7,18,10,11,5,47,44,9,17,9,8,19,14,61,50,16,12,12,19,15,7,49,53,12,16,13,8,5,6,17,5,76,41
8417,10,14,12,10,16,18,51,56,16,9,9,19,10,8,42,46,7,7,18,18,17,16,41,69,11,8,12,13,6,11,12,13,48,55
8418,17,8,6,19,18,13,55,56,16,6,17,8,18,9,56,52,17,18,11,7,19,15,65,52,14,16,6,14,8,12,14,14,70,62
8419,14,16,6,7,9,19,48,41,13,5,7,15,6,18,37,46,5,15,8,15,10,8,38,41,5,18,14,6,8,18,18,8,56,58
8420,19,18,12,17,12,5,57,46,14,12,10,17,17,6,50,50,5,19,18,16,17,8,44,59,6,16,18,7,17,9,5,17,64,55
8421,13,17,10,6,11,15,53,42,14,8,12,6,16,7,45,41,10,10,6,11,12,15,43,44,9,5,5,12,19,13,17,13,42,74
8422,11,6,10,8,5,12,39,35,17,9,5,9,18,12,45,44,8,6,19,16,16,16,36,67,5,11,7,12,7,6,19,18,42,62
8423,13,7,6,19,7,10,50,42,17,9,6,9,13,11,57,39,18,7,9,18,16,8,55,51,13,13,15,11,14,15,12,16,72,68
8424,18,6,11,5,15,10,45,41,5,12,5,18,13,6,43,42,8,15,11,11,6,8,44,36,16,9,10,15,9,7,12,19,61,62
8425,9,8,7,10,10,18,42,45,19,17,5,15,19,13,59,52,14,13,8,12,8,16,52,44,6,17,8,19,8,5,15,19,54,66
8426,7,6,18,16,16,8,29,58,10,8,8,10,18,16,39,52,14,18,18,8,14,15,48,55,6,5,15,8,12,12,18,17,47,67
8427,17,5,9,14,13,12,49,48,11,13,10,6,10,10,55,36,14,5,5,17,13,19,46,54,16,17,12,9,16,15,7,15,76,62
8428,13,9,9,12,13,17,42,51,6,19,19,15,8,15,43,57,5,13,14,11,9,15,38,49,14,13,16,8,16,19,16,13,61,72
8429,19,6,13,15,12,15,51,55,14,17,16,19,7,13,60,55,10,17,15,14,16,8,53,53,12,15,5,8,8,12,13,6,61,47
8430,9,12,11,13,6,16,58,46,18,7,5,15,8,9,49,37,15,10,13,15,15,13,62,56,19,17,17,13,10,17,9,16,77,65
8431,16,10,13,6,18,6,55,43,18,14,17,5,19,7,53,48,5,8,11,8,10,17,42,46,11,15,11,16,17,7,10,18,58,68
8432,13,12,13,18,7,18,46,56,15,10,17,11,8,16,51,52,13,14,15,19,14,19,48,67,6,14,13,6,9,13,17,6,59,51
8433,15,12,10,13,12,13,44,48,9,16,8,10,11,9,47,38,7,6,7,5,9,9,30,30,8,10,14,12,19,5,12,6,54,54
8434,10,11,11,11,10,5,39,37,5,12,13,10,16,9,37,48,10,6,9,11,19,14,34,53,13,7,8,16,13,8,18,7,48,62
8435,7,18,13,9,5,15,47,42,12,12,11,11,15,8,38,45,7,18,7,13,11,18,47,49,10,19,19,18,5,14,11,17,62,65
8436,8,8,19,7,13,9,49,48,17,5,7,6,11,12,44,36,14,13,14,12,13,5,60,44,16,6,7,15,10,13,17,10,51,65
8437,10,10,10,8,13,5,39,36,5,8,17,13,10,6,35,46,12,6,14,17,5,6,37,42,14,19,15,12,19,8,7,10,70,56
